Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"ciamiskab.go.id/1.php
							",-1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-18,www.zone-h.org/mirror/id/34480649,
,"disdukcapil.dumaikota.go.id/ro...
							",Black_X12,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-18,www.zone-h.org/mirror/id/34480644,
,"www.jdih.kapuaskab.go.id/root.php
							",Black_X12,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-18,www.zone-h.org/mirror/id/34480546,
,"delegasi.pn-sigli.go.id/fahrel...
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-17,www.zone-h.org/mirror/id/34479596,
,"pn.pn-sigli.go.id/fahrel.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-17,www.zone-h.org/mirror/id/34479592,
,"sipp.pn-sigli.go.id/fahrel.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-17,www.zone-h.org/mirror/id/34479594,
,"sikeppn.pn-sigli.go.id/fahrel.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-17,www.zone-h.org/mirror/id/34479593,
,"tilang.pn-sigli.go.id/fahrel.txt
							",Anonymous09,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-17,www.zone-h.org/mirror/id/34479595,
,"lakip.depok.go.id
							",X2Blue,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-16,www.zone-h.org/mirror/id/34478294,
,"orpa.papua.go.id/ghi.html
							",Ghost Hunter Illusion,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-16,www.zone-h.org/mirror/id/34478158,
,"www.pa-muarabulian.go.id/V.txt
							",Mr V,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2021-01-14,www.zone-h.org/mirror/id/34476088,
,"perpustakaan.pamekasankab.go.id
							",rizky07,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-13,www.zone-h.org/mirror/id/34475271,
,"journals.kemnaker.go.id/public...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-12,www.zone-h.org/mirror/id/34457519,
,"pn-trenggalek.go.id
							",Black_X12,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-12,www.zone-h.org/mirror/id/34473877,
,"sipp.pn-trenggalek.go.id
							",Black_X12,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-12,www.zone-h.org/mirror/id/34473878,
,"dilmil-manado.go.id/ck.htm
							",9bandz,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-11,www.zone-h.org/mirror/id/34473080,
,"brg.go.id/ck.htm
							",9bandz,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-11,www.zone-h.org/mirror/id/34473078,
,"sipp.pn-banjarbaru.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472331,
,"sipp.pn-batulicin.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472326,
,"sipp.pn-tanjung.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472321,
,"sipp.pn-marabahan.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472329,
,"sipp.pn-kandangan.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472328,
,"sipp.pn-kotabaru.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472327,
,"sipp.pn-pelaihari.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472323,
,"sipp.pn-barabai.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472330,
,"sipp.pn-rantau.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472322,
,"sipp.pn-martapura.go.id
							",Isekai Xploit,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472324,
,"sipp.pn-banjarmasin.go.id
							",Isekai Xploit,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-10,www.zone-h.org/mirror/id/34472320,
,"literasikanker.perpusnas.go.id
							",Black_X12,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-09,www.zone-h.org/mirror/id/34470695,
,"dkp.jatengprov.go.id
							",Larry/Syahrul,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-09,www.zone-h.org/mirror/id/34470375,
,"takalarkab.go.id/net.php
							",Cubjrnet7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-07,www.zone-h.org/mirror/id/34464776,
,"perpustakaan.pn-tapaktuan.go.i...
							",Mr.Kro0oz.305,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-05,www.zone-h.org/mirror/id/34455367,
,"perpustakaan.pt-yogyakarta.go....
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-05,www.zone-h.org/mirror/id/34455366,
,"pustaka.pta-padang.go.id/repos...
							",Mr.Kro0oz.305,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-05,www.zone-h.org/mirror/id/34455365,
,"pta-padang.go.id/pustaka/repos...
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-05,www.zone-h.org/mirror/id/34455364,
,"pustaka.pn-bandaaceh.go.id/epu...
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-05,www.zone-h.org/mirror/id/34455363,
,"jurnalpusaka.lan.go.id/public/...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-02,www.zone-h.org/mirror/id/34453348,
,"pustaka.pa-muarabungo.go.id/19...
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-01,www.zone-h.org/mirror/id/34454173,
,"lakip.padang.go.id/bug.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2021-01-01,www.zone-h.org/mirror/id/34454106,
,"sipp.pa-tembilahan.go.id/dx.txt
							",Dx_Cyber,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-30,www.zone-h.org/mirror/id/34451859,
,"lsf.go.id
							",Mayat1337,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-28,www.zone-h.org/mirror/id/34448506,
,"sippd.makassar.go.id/bug.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-26,www.zone-h.org/mirror/id/34444918,
,"solokkab.go.id/bug.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-26,www.zone-h.org/mirror/id/34444534,
,"www.pa-tembilahan.go.id/versio...
							",Dx_Cyber,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-25,www.zone-h.org/mirror/id/34444454,
,"www.dilmiltama.go.id/T7.txt
							",./Cynax,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-25,www.zone-h.org/mirror/id/34443213,
,"www.pa-pematangsiantar.go.id
							",Black_X12,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440944,
,"sipp.pa-balige.go.id
							",Black_X12,H,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440941,
,"pendaftaran.pa-balige.go.id
							",Black_X12,H,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440940,
,"online.pa-balige.go.id
							",Black_X12,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440939,
,"kalijososecang.magelangkab.go.id
							",roet404,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33443828,
,"donorojomertoyudan.magelangkab...
							",roet404,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33441825,
,"mangunrejokajoran.magelangkab....
							",roet404,H,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33441794,
,"pandanretnokajoran.magelangkab...
							",roet404,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33441783,
,"inspektorat.sitarokab.go.id/ez...
							",roet404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438569,
,"disbudpar.sitarokab.go.id/ezpz...
							",roet404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438568,
,"covid19.sitarokab.go.id/ezpz.html
							",roet404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438567,
,"covid.sitarokab.go.id/ezpz.html
							",roet404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438566,
,"bageksda.sitarokab.go.id/ezpz....
							",roet404,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438565,
,"sitarokab.go.id/ezpz.html
							",roet404,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/33438564,
,"pustaka.pn-simpangtigaredelong...
							",Mr V,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440320,
,"biddokkes.jabar.polri.go.id/re...
							",ONE HAT CYBER TEAM,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34440050,
,"www.pt-mataram.go.id/vuln.txt
							",PhantomSec1337,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-23,www.zone-h.org/mirror/id/34439649,
,"banglikab.go.id/ez.html
							",Vn9,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-12-21,www.zone-h.org/mirror/id/34437953,
,"www.pa-malangkota.go.id
							",ADESTA_TERSAKITI,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-21,www.zone-h.org/mirror/id/34437216,
,"beta.pn-semarapura.go.id/19.txt
							",Mr.Rm19,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435421,
,"ptsp.pn-semarapura.go.id/19.txt
							",Mr.Rm19,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435419,
,"e-ptsp.pn-semarapura.go.id/19.txt
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435420,
,"sipp.pn-mungkid.go.id/19.txt
							",Mr.Rm19,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435411,
,"tilang.pn-mungkid.go.id/19.txt
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435412,
,"awan.pa-purwodadi.go.id/19.txt
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435369,
,"pn-boyolali.go.id/uu.txt
							",Mr V,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435221,
,"pn-meulaboh.go.id/uu.txt
							",Mr V,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435223,
,"pustaka.pn-meulaboh.go.id/uu.txt
							",Mr V,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435222,
,"pphpbun.ditjenbun.pertanian.go.id
							",Mr V,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-19,www.zone-h.org/mirror/id/34435157,
,"jayapurakota.go.id/images/hack...
							",Black_X12,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-17,www.zone-h.org/mirror/id/34407816,
,"tabanankab.go.id/g.php
							",GalangGans,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-17,www.zone-h.org/mirror/id/34433447,
,"ppsdm.pom.go.id/eruditio/publi...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34409962,
,"lldikti12.ristekdikti.go.id/ju...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34409961,
,"jurnal.rs-amino.jatengprov.go....
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34409950,
,"jurnal.lemhannas.go.id/public/...
							",Mr.Kro0oz.305,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34409948,
,"kejari-sleman.go.id/images/vul...
							",Black_X12,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34407418,
,"bpmpt.sukabumikab.go.id/info.html
							",udu.H-ck3r,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34410607,
,"tilang.pn-sumber.go.id/pwn.html
							",udu.H-ck3r,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34410610,
,"www.jdih.pn-tual.go.id
							",udu.H-ck3r,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-16,www.zone-h.org/mirror/id/34410598,
,"kki.go.id/l.html
							",./Fell Ganns,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409710,
,"delegasi.pn-banjarnegara.go.id
							",Mr.Rm19,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409441,
,"sipp.pn-banjarnegara.go.id
							",Mr.Rm19,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409440,
,"pn-banjarnegara.go.id
							",Mr.Rm19,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409438,
,"kejati-sultra.go.id
							",Typical Idiot Security,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409409,
,"sipp.pn-pangkajene.go.id
							",Mayat1337,H,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409003,
,"pn-pangkajene.go.id
							",Mayat1337,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-15,www.zone-h.org/mirror/id/34409001,
,"simpati.pareparekota.go.id/did...
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404074,
,"siga.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404073,
,"sakti.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404072,
,"pupr.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404069,
,"pkk.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404067,
,"organisasi.pareparekota.go.id/...
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404066,
,"koni.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404065,
,"humas.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404062,
,"e-spd.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404060,
,"dpppa.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404059,
,"dlh.pareparekota.go.id/did.txt
							",Family Attack Cyber,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404057,
,"dinasperdagangan.pareparekota....
							",./MrTahuSumedang,,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404049,
,"dashboard.pareparekota.go.id/d...
							",./MrTahuSumedang,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34404048,
,"bikdk.disperindag.jatengprov.g...
							",Umam1337,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-14,www.zone-h.org/mirror/id/34394469,
